Date,device_SN,device_Model,device_Age,processor,cores,graphics,CPU_Utilization,Memory Utilization,diskIO Utilization,List Of Applications Running,Crashed Applications,IsApplicationCrashed
1/4/2024,000654JT115,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,100,35,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, Python, Intellij",Y
1/4/2024,000654JT116,200 G3 AIO,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,45,55,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Google Drive, Chrome, Intellij",Y
1/4/2024,000654JT117,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,20,60,95,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Teams, Games,",Y
1/4/2024,000654JT118,200 G3 AIO,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,85,20,90,"Chrome, Media Player, Image Editor, Teams","Outlook, VSCode, Excel",Y
1/4/2024,000654JT119,PRODESK 400 G7,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,30,55,55,"Chrome, Media Player, Image Editor, Teams","Intellij, Games",Y
1/4/2024,000654JT120,200 G3 AIO,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,85,80,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Powerpoint, Excel, Zoom",Y
1/4/2024,000654JT121,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 620,95,35,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
1/4/2024,000654JT122,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,AMD Radeon(TM) R5 Graphics,20,10,60,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
1/4/2024,000654JT123,PRODESK 400 G7,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,95,35,75,"Outlook, VSCode, Chrome, spotify, Games, Excel","Teams, Games, Python",Y
1/4/2024,000654JT124,Inspiron 5000,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,50,55,30,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Edge",Y
1/4/2024,000654JT125,Vostro 3000,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,75,75,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, VSCode, Excel",Y
1/4/2024,000654JT126,200 G3 AIO,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,70,20,75,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Image Editor, Chrome",Y
1/4/2024,000654JT127,200 G3 AIO,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 630,70,55,10,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
1/4/2024,000654JT128,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,95,35,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Outlook,Y
1/4/2024,000654JT129,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,AMD Radeon(TM) R5 Graphics,30,55,60,"Outlook, Python, Chrome, Teams, Games, Intellij","Intellij, Games",Y
1/4/2024,000654JT130,Chromebook 14,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,60,50,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify",Y
1/4/2024,000654JT131,Chromebook 14,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,95,70,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
1/4/2024,000654JT132,Inspiron 5000,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,80,95,90,"Outlook, Image Editor, Chrome, Teams, Games, Python",Outlook,Y
1/4/2024,000654JT133,PRODESK 400 G7,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,60,35,20,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
1/4/2024,000654JT134,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,85,100,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij, Media Player, Image Editor","Media Player, Image Editor",Y
1/4/2024,000654JT135,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,85,70,85,"Outlook, VSCode, Chrome, spotify, Games, Excel"," Games, Excel",Y
1/4/2024,000654JT136,Inspiron 5000,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,100,35,"Powerpoint, Excel, Google Drive, Chrome, Intellij, Outlook, Games, Zoom","Google Drive, Chrome, Intellij",Y
1/4/2024,000654JT137,Inspiron 5000,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,35,50,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
1/4/2024,000654JT138,Inspiron 5000,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,AMD Radeon(TM) R5 Graphics,60,55,100,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom, Teams","Chrome, Teams, Games,",Y
1/4/2024,000654JT139,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,35,55,30,"Outlook, Image Editor, Chrome, Teams, Games, Python",Null,N
1/4/2024,000654JT140,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,10,45,70,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
1/4/2024,000654JT141,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,35,90,45,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Teams,Y
1/4/2024,000654JT142,PRODESK 400 G7,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,100,30,"Chrome, Media Player, Image Editor, Teams, Powerpoint, Excel, Zoom","Powerpoint, Excel, Zoom",Y
1/4/2024,000654JT143,200 G3 AIO,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 630,30,80,85,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel",Y
1/4/2024,000654JT144,OPTIPLEX 7040,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) HD Graphics 4600,50,70,50,"Outlook, Image Editor, Chrome, Teams, Games, Python",Null,N
1/4/2024,000654JT145,200 G3 AIO,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 620,10,55,100,"Outlook, Zoom, Chrome, Teams, Edge, Intellij , Media Player, Image Editor","Media Player, Image Editor",Y
1/4/2024,000654JT146,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,50,50,60,"Chrome, Media Player, Image Editor, Teams",Null,N
1/4/2024,000654JT147,Chromebook 14,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,20,30,95,"Chrome, Media Player, Image Editor, Teams","Teams, Chrome",Y
1/4/2024,000654JT148,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,90,20,55,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
1/4/2024,000654JT149,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 620,60,75,80,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
1/4/2024,000654JT150,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) HD Graphics 4600,75,100,45,"Outlook, Zoom, VSCode, Chrome, Teams, Edge, Intellij","VSCode, Chrome",Y
1/4/2024,000654JT151,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,100,100,90,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook,  Image Editor, Chrome, Teams, Games",Y
1/4/2024,000654JT152,Vostro 3000,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,AMD Radeon(TM) R5 Graphics,90,95,50,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
1/4/2024,000654JT153,PRODESK 400 G7,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,20,55,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
1/4/2024,000654JT154,200 G3 AIO,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,85,30,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom", Chrome,Y
1/4/2024,000654JT155,ELITEBOOK G6,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,75,20,80,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
1/4/2024,000654JT156,200 G3 AIO,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,100,100,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Edge, Intellij",Y
1/4/2024,000654JT157,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,AMD Radeon(TM) R5 Graphics,20,30,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
1/4/2024,000654JT158,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,55,50,30,"Edge, Teams, Spotify, Intellij",Null,N
1/4/2024,000654JT159,ELITEBOOK X360 1030 G3,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,85,55,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams, Games,",Y
1/4/2024,000654JT160,PRODESK 400 G7,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,AMD Radeon(TM) R5 Graphics,20,50,30,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Zoom, Chrome",Y
1/4/2024,000654JT161,ELITEBOOK G6,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) HD Graphics 4600,35,95,70,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
1/4/2024,000654JT162,Inspiron 5000,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) UHD Graphics 630,10,30,45,"Outlook, Python, Chrome, Teams, Games, Intellij",Null,N
1/4/2024,000654JT163,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,75,95,95,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij"," Spotify, Intellij",Y
1/4/2024,000654JT164,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,50,55,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Outlook, Chrome",Y
1/4/2024,000654JT165,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,55,10,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Edge",Y
1/4/2024,000654JT166,PRODESK 400 G7,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,45,10,45,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
1/4/2024,000654JT167,Chromebook 14,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) HD Graphics 4600,50,70,10,"Chrome, Media Player, Image Editor, Teams",Null,N
1/4/2024,000654JT168,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,AMD Radeon(TM) R5 Graphics,100,60,50,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom, Google Drive, Chrome, Intellij","Google Drive, Chrome, Intellij",Y
1/4/2024,000654JT169,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Intel(R) UHD Graphics 630,70,10,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Chrome,Y
1/4/2024,000654JT170,ELITEDESK 800 G5 DESKTOP MINI,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Intel(R) UHD Graphics 620,10,35,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
1/4/2024,000654JT171,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 630,80,90,70,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
1/4/2024,000654JT172,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 630,55,85,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
1/4/2024,000654JT173,Vostro 3000,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,30,80,35,"Chrome, Media Player, Image Editor, Teams",Teams,Y
1/4/2024,000654JT174,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 620,55,55,85,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games,",Y
1/4/2024,000654JT175,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,90,100,85,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
1/4/2024,000654JT176,Chromebook 14,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,70,60,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Image Editor, Chrome",Y
1/4/2024,000654JT177,Inspiron 5000,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,AMD Radeon(TM) R5 Graphics,100,35,35,"Outlook, VSCode, Chrome, spotify, Games, Excel","Chrome, Excel",Y
1/4/2024,000654JT178,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,95,85,20,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Outlook, Games",Y
1/4/2024,000654JT179,ELITEBOOK G7 NOTEBOOK PC,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,AMD Radeon(TM) R5 Graphics,50,80,50,"Chrome, Teams, Games, Python",Null,N
1/4/2024,000654JT180,OPTIPLEX 7040,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,45,75,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
1/4/2024,000654JT181,200 G3 AIO,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,85,80,10,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
1/4/2024,000654JT182,200 G3 AIO,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,75,80,85,"Outlook, VSCode, Chrome, spotify, Games, Excel","Excel, Games",Y
1/4/2024,000654JT183,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) UHD Graphics 630,90,90,100,"Outlook, Zoom, Chrome, Teams, Edge, Intellij, Media Player, Image Editor","Media Player, Image Editor",Y
1/4/2024,000654JT184,ELITEBOOK G6,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,55,45,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify",Y
1/4/2024,000654JT185,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,55,75,85,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Outlook, Games",Y
1/4/2024,000654JT186,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,35,70,30,"Outlook, Image Editor, Chrome, Teams, Games, Python",Null,N
1/4/2024,000654JT187,ELITEBOOK G7 NOTEBOOK PC,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,20,20,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Null,N
1/4/2024,000654JT188,200 G3 AIO,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) HD Graphics 4600,30,60,30,"Outlook, VSCode, Chrome, spotify, Games, Excel",Null,N
1/4/2024,000654JT189,ELITEBOOK G6,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,75,10,85,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
1/4/2024,000654JT190,Vostro 3000,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,10,70,30,"Outlook, spotify, Games, Excel",Null,N
1/4/2024,000654JT191,PRODESK 600 G5 SFF,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,45,60,95,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Games",Y
1/4/2024,000654JT192,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,10,95,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, Python",Y
1/4/2024,000654JT193,Chromebook 14,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,10,20,50,"Outlook, Python, Games, Intellij",Null,N
1/4/2024,000654JT194,Chromebook 14,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,AMD Radeon(TM) R5 Graphics,60,60,100,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Outlook,Powerpoint, Chrome",Y
1/4/2024,000654JT195,200 G3 AIO,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 620,85,70,35,"Chrome, Media Player, Image Editor, Teams, Games","Chrome, Games",Y
1/4/2024,000654JT196,ELITEBOOK G6,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,75,20,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel, Zoom",Y
1/4/2024,000654JT197,PRODESK 400 G7,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,20,20,85,"Outlook, Python, Chrome, Teams, Games, Intellij, Edge","Teams, Edge",Y
1/4/2024,000654JT198,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) HD Graphics 4600,70,80,75,"Chrome, Outlook, Games",Games,Y
1/4/2024,000654JT199,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,50,90,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Games",Y
1/4/2024,000654JT200,PRODESK 400 G7,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,50,90,35,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games,",Y
1/4/2024,000654JT201,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 630,80,85,85,"Outlook, VSCode, Chrome, spotify, Games, Excel",Outlook,Y
1/4/2024,000654JT202,Vostro 3000,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 620,30,30,30,"Outlook, Image Editor, Chrome",Null,N
1/4/2024,000654JT203,Chromebook 14,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 620,60,90,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
1/4/2024,000654JT204,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,75,55,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
1/4/2024,000654JT205,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 620,50,55,55,"Chrome, Media Player, Image Editor, Teams",Null,N
1/4/2024,000654JT206,PRODESK 400 G7,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 620,75,60,55,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
1/4/2024,000654JT207,Inspiron 5000,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,100,85,100,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games",Y
1/4/2024,000654JT208,Vostro 3000,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,50,45,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","Chrome, Outlook, Games",Y
1/4/2024,000654JT209,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,85,60,80,"Chrome, Media Player, Image Editor, Teams"," Image Editor, Teams",Y
1/4/2024,000654JT210,ELITEBOOK X360 1030 G3,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) HD Graphics 4600,75,70,75,"Outlook, VSCode, Chrome, Excel",Excel,Y
1/4/2024,000654JT211,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,10,20,85,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
1/4/2024,000654JT212,200 G3 AIO,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,45,55,85,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge",Y
1/4/2024,000654JT213,PRODESK 600 G5 SFF,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,30,50,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
1/4/2024,000654JT214,200 G3 AIO,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) UHD Graphics 630,60,70,50,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
1/4/2024,000654JT215,ELITEBOOK X360 1030 G3,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,45,95,50,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
1/4/2024,000654JT216,Inspiron 5000,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,10,45,80,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
1/4/2024,000654JT217,ELITEDESK 800 G5 DESKTOP MINI,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,35,100,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Teams",Y
1/4/2024,000654JT218,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,60,35,75,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Outlook,Y
1/4/2024,000654JT219,Vostro 3000,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 620,95,95,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij"," Edge, Intellij",Y
1/4/2024,000654JT220,ELITEDESK 800 G5 DESKTOP MINI,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) HD Graphics 4600,70,10,20,"Outlook, Python, Chrome, Teams, Games, Intellij",Null,N
1/4/2024,000654JT221,Inspiron 5000,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) HD Graphics 4600,80,70,85,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
1/4/2024,000654JT222,PRODESK 400 G7,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,20,95,50,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
